"llhb","3","00010000.tif","16","1","h","","H.R. No. 1","1819-12-09","Read twice and committed to a Committee of the whole House to-morrow. A Bill To authorize the people of the Missouri Territory to form a Constitution and State Government, and for the admission of such State into the Union on an equal footing with the original States.","Committee of the Whole House"
"llhb","3","00020002.tif","16","1","h","2","H.R. No. 1","1819-12-09","",""
"llhb","3","00030003.tif","16","1","h","3","H.R. No. 1","1819-12-09","",""
"llhb","3","00040004.tif","16","1","h","4","H.R. No. 1","1819-12-09","",""
"llhb","3","00050005.tif","16","1","h","5","H.R. No. 1","1819-12-09","",""
"llhb","3","00060006.tif","16","1","h","6","H.R. No. 1","1819-12-09","",""
"llhb","3","00070007.tif","16","1","h","7","H.R. No. 1","1819-12-09","",""
"llhb","3","00080008.tif","16","1","h","8","H.R. No. 1","1819-12-09","",""
"llhb","3","00090000.tif","16","1","h","","H.R. 1","1819-12-09","A Bill To authorize the people of the Missouri territory to form a constitution and state government, and for the admission of such state into the Union on an equal footing with the original states. This bill being under consideration of a committee of the whole, Mr. Taylor moved the following amendment, viz:","Committee of the Whole House"
"llhb","3","00100000.tif","16","1","h","","H.R. 2","1819-12-13","Read twice, and committed to a Committee of the whole House, to-morrow. A Bill For the relief of Gad Worthington.","Committee of the Whole House"
"llhb","3","00110000.tif","16","1","h","","H.R. 3","1819-12-13","Read twice and committed to the Committee of the whole House, to which is committed the Bill for the relief of Gad Worthington. A Bill For the relief of Denton, Little, and Co., and of Harman Hendrick, of New York.","Committee of the Whole House"
"llhb","3","00120000.tif","16","1","h","","H.R. 4","1819-12-13","Read twice, and committed to a committee of the whole House, to which is committed the Bill for the relief of Gad Worthington. A Bill For the relief of John Gooding and James Williams.","Committee of the Whole House"
"llhb","3","00130000.tif","16","1","h","","H.R. 5","1819-12-14","Read twice, and committed to a Committee of the whole House, to-morrow. A Bill For the benefit of Thomas Carr and others.","Committee of the Whole House"
"llhb","3","00140002.tif","16","1","h","2","H.R. 5","1819-12-14","",""
"llhb","3","00150000.tif","16","1","h","","H.R. 6","1819-12-14","Read twice, and committed to a Committee of the whole House, to-morrow. A Bill For the relief of Louis Joseph De Beaulieu.","Committee of the Whole House"
"llhb","3","00160000.tif","16","1","h","","H.R. 7","1819-12-14","Read twice and committed to a committee of the whole House, to-morrow. A Bill For the relief of William M'Donald, Administrator of James M'Donald, deceased, late Captain in the Army of the United States.","Committee of the Whole House"
"llhb","3","00170000.tif","16","1","h","","H.R. 8","1819-12-15","Read twice, and committed to a committee of the whole House, to-morrow. A Bill Providing for the payment for Horses and other Property lost, captured, or destroyed, in the Seminole War.","Committee of the Whole House"
"llhb","3","00180002.tif","16","1","h","2","H.R. 8","1819-12-15","",""
"llhb","3","00190000.tif","16","1","h","","H.R. 9","1819-12-16","Read twice, and committed to a Committee of the whole House, to-morrow. A Bill To establish an uniform system of Bankruptcy throughout the United States.","Committee of the Whole House"
"llhb","3","00200002.tif","16","1","h","2","H.R. 9","1819-12-16","",""
"llhb","3","00210003.tif","16","1","h","3","H.R. 9","1819-12-16","",""
"llhb","3","00220004.tif","16","1","h","4","H.R. 9","1819-12-16","",""
"llhb","3","00230005.tif","16","1","h","5","H.R. 9","1819-12-16","",""
"llhb","3","00240006.tif","16","1","h","6","H.R. 9","1819-12-16","",""
"llhb","3","00250007.tif","16","1","h","7","H.R. 9","1819-12-16","",""
"llhb","3","00260008.tif","16","1","h","8","H.R. 9","1819-12-16","",""
"llhb","3","00270009.tif","16","1","h","9","H.R. 9","1819-12-16","",""
"llhb","3","00280010.tif","16","1","h","10","H.R. 9","1819-12-16","",""
"llhb","3","00290011.tif","16","1","h","11","H.R. 9","1819-12-16","",""
"llhb","3","00300012.tif","16","1","h","12","H.R. 9","1819-12-16","",""
"llhb","3","00310013.tif","16","1","h","13","H.R. 9","1819-12-16","",""
"llhb","3","00320014.tif","16","1","h","14","H.R. 9","1819-12-16","",""
"llhb","3","00330015.tif","16","1","h","15","H.R. 9","1819-12-16","",""
"llhb","3","00340016.tif","16","1","h","16","H.R. 9","1819-12-16","",""
"llhb","3","00350017.tif","16","1","h","17","H.R. 9","1819-12-16","",""
"llhb","3","00360018.tif","16","1","h","18","H.R. 9","1819-12-16","",""
"llhb","3","00370019.tif","16","1","h","19","H.R. 9","1819-12-16","",""
"llhb","3","00380020.tif","16","1","h","20","H.R. 9","1819-12-16","",""
"llhb","3","00390021.tif","16","1","h","21","H.R. 9","1819-12-16","",""
"llhb","3","00400022.tif","16","1","h","22","H.R. 9","1819-12-16","",""
"llhb","3","00410023.tif","16","1","h","23","H.R. 9","1819-12-16","",""
"llhb","3","00420024.tif","16","1","h","24","H.R. 9","1819-12-16","",""
"llhb","3","00430025.tif","16","1","h","25","H.R. 9","1819-12-16","",""
"llhb","3","00440026.tif","16","1","h","26","H.R. 9","1819-12-16","",""
"llhb","3","00450027.tif","16","1","h","27","H.R. 9","1819-12-16","",""
"llhb","3","00460028.tif","16","1","h","28","H.R. 9","1819-12-16","",""
"llhb","3","00470029.tif","16","1","h","29","H.R. 9","1819-12-16","",""
"llhb","3","00480030.tif","16","1","h","30","H.R. 9","1819-12-16","",""
"llhb","3","00490031.tif","16","1","h","31","H.R. 9","1819-12-16","",""
"llhb","3","00500032.tif","16","1","h","32","H.R. 9","1819-12-16","",""
"llhb","3","00510033.tif","16","1","h","33","H.R. 9","1819-12-16","",""
"llhb","3","00520034.tif","16","1","h","34","H.R. 9","1819-12-16","",""
"llhb","3","00530035.tif","16","1","h","35","H.R. 9","1819-12-16","",""
"llhb","3","00540036.tif","16","1","h","36","H.R. 9","1819-12-16","",""
"llhb","3","00550037.tif","16","1","h","37","H.R. 9","1819-12-16","",""
"llhb","3","00560038.tif","16","1","h","38","H.R. 9","1819-12-16","",""
"llhb","3","00570039.tif","16","1","h","39","H.R. 9","1819-12-16","",""
"llhb","3","00580040.tif","16","1","h","40","H.R. 9","1819-12-16","",""
"llhb","3","00590041.tif","16","1","h","41","H.R. 9","1819-12-16","",""
"llhb","3","00600042.tif","16","1","h","42","H.R. 9","1819-12-16","",""
"llhb","3","00610043.tif","16","1","h","43","H.R. 9","1819-12-16","",""
"llhb","3","00620044.tif","16","1","h","44","H.R. 9","1819-12-16","",""
"llhb","3","00630045.tif","16","1","h","45","H.R. 9","1819-12-16","",""
"llhb","3","00640046.tif","16","1","h","46","H.R. 9","1819-12-16","",""
"llhb","3","00650047.tif","16","1","h","47","H.R. 9","1819-12-16","",""
"llhb","3","00660048.tif","16","1","h","48","H.R. 9","1819-12-16","",""
"llhb","3","00670049.tif","16","1","h","49","H.R. 9","1819-12-16","",""
"llhb","3","00680050.tif","16","1","h","50","H.R. 9","1819-12-16","",""
"llhb","3","00690000.tif","16","1","h","","H.R. 10","1819-12-16","Read twice, and committed to a committee of the whole House to-morrow. A Bill For the relief of Beck and Harvey.","Committee of the Whole House"
"llhb","3","00700000.tif","16","1","h","","H.R. 11","1819-12-16","Read twice, and committed to a committee of the whole House, to-morrow. A Bill For the relief of James Hughes.","Committee of the Whole House"
"llhb","3","00710000.tif","16","1","h","","H.R. 12","1819-12-16","Read twice, and committed to a committee of the whole House on Monday next. A Bill For the relief of the legal representative of Philip Barbour, deceased.","Committee of the Whole House"
"llhb","3","00720002.tif","16","1","h","2","H.R. 12","1819-12-16","",""
"llhb","3","00730000.tif","16","1","h","","H.R. 13","1819-12-20","Read twice, and committed to a committee of the whole House to-morrow. A Bill In addition to the ''Act making appropriations for the support of the Navy of the United States, for the year one thousand eight hundred and nineteen.","Committee of the Whole House"
"llhb","3","00740002.tif","16","1","h","2","H.R. 13","1819-12-20","",""
"llhb","3","00750000.tif","16","1","h","","H.R. 14","1819-12-14","Read twice, and committed to a committee of the whole House to-morrow. A Bill For the relief of the surviving officers of the army of the Revolution.","Committee of the Whole House"
"llhb","3","00760002.tif","16","1","h","2","H.R. 14","1819-12-14","",""
"llhb","3","00770000.tif","16","1","h","","H.R. 15","1819-12-20","Read twice, and committed to a Committee of the whole House, to which is committed the ''bill in addition to the act making appropriation for the support of the Navy of the United States, for the year one thousand eight hundred and twenty.'' A Bill Making a partial appropriation for the military service of the United States for the year one thousand eight hundred and twenty.","Committee of the Whole House"
"llhb","3","00780000.tif","16","1","h","","H.R. 17","1819-12-21","Read twice, and committed to a committee of the whole House, to-morrow. A Bill For the admission of the state of Maine into the Union, and to extend the laws of the United States to said state. Whereas, by an act of the state of Massachusetts, passed on the nineteenth day of June, in the year one thousand eight hundred and nineteen, entitled ''An act relating to the separation of the district of Maine from Massachusetts proper, and forming the same into a separate and independent state; the people of that part of Massachusetts heretofore known as the district of Maine, did, with the consent of the legislature of said state of Massachusetts, form themselves into an independent state, and did establish a constitution for the government of the same, agreeably to the provisions of said act; therefore,","Committee of the Whole House"
"llhb","3","00790002.tif","16","1","h","2","H.R. 17","1819-12-21","",""
"llhb","3","00800000.tif","16","1","h","","H.R. 18","1819-12-23","Read twice, and committed to a committee of the whole House, to-morrow. A Bill To authorize the Commissioner of the General Land Office to remit the installments due on certain lots in Shawaneetown, in the State of Illinois.","Committee of the Whole House"
"llhb","3","00810000.tif","16","1","h","","H.R. 19","1819-12-28","Read twice, and committed to the committee of the whole House to which is committed the bill for the relief of the legal representative of Philip Barbour. A Bill For the relief of the heirs of Anthony Burk.","Committee of the Whole House"
"llhb","3","00820000.tif","16","1","h","","H.R. 21","1819-12-27","Read twice, and committed to a committee of the whole House to-morrow. A Bill For the relief of the legal representative of Col. Daniel Appling and others.","Committee of the Whole House"
"llhb","3","00830000.tif","16","1","h","","H.R. 22","1819-12-27","Read twice, and committed to a committee of the whole House to-morrow. A Bill To provide for taking the fourth Census, or enumeration of the inhabitants of the United States.","Committee of the Whole House"
"llhb","3","00840002.tif","16","1","h","2","H.R. 22","1819-12-27","",""
"llhb","3","00850003.tif","16","1","h","3","H.R. 22","1819-12-27","",""
"llhb","3","00860004.tif","16","1","h","4","H.R. 22","1819-12-27","",""
"llhb","3","00870005.tif","16","1","h","5","H.R. 22","1819-12-27","",""
"llhb","3","00880006.tif","16","1","h","6","H.R. 22","1819-12-27","",""
"llhb","3","00890007.tif","16","1","h","7","H.R. 22","1819-12-27","",""
"llhb","3","00900008.tif","16","1","h","8","H.R. 22","1819-12-27","",""
