"llsr","21","00010000.tif","21","1","s","","S. 6","1830-05-17","Mr. Woodbury, from the Joint Committee on the Library, reported the following resolution; which was read; and passed to a second reading: A Joint Resolution Relative to the re-printing of certain documents.","Joint Committee on the Library"
"llsr","21","00020000.tif","21","2","s","","S. 3","1831-02-11","Mr. Hendricks, from the Committee on Roads and Canals, reported the following resolution; which was read, and passed to a second reading: Joint Resolution On the subject of the Cumberland road.","Committee on Roads and Canals"
