"llhb","20","00010000.tif","6","1","h","","1","1799-12-16","Read the first and second time, and committed to a Committee of the House of to-morrow. A Bill, Supplementary to the act, intituled, ''An act to provide for the valuation of lands and dwelling houses, and the enumeration of slaves, within the United States.''","Committee of the House"
"llhb","20","00020000.tif","6","1","h","","2","1799-12-16","Read the first and second time, and committed to a Committee of the House of to-morrow. An Act, For the relief of persons imprisoned for debt.","Committee of the House"
"llhb","20","00030002.tif","6","1","h","2","2","1799-12-16","",""
"llhb","20","00040003.tif","6","1","h","3","2","1799-12-16","",""
"llhb","20","00050000.tif","6","1","h","","3","1799-12-16","Read the first and second time, and committed to a Committee of the whole House on Thursday next. A Bill, Providing for Salvage in cases of re-capture.","Committee of the Whole House"
"llhb","20","00060002.tif","6","1","h","2","3","1799-12-16","",""
"llhb","20","00070003.tif","6","1","h","3","3","1799-12-16","",""
"llhb","20","00080000.tif","6","1","h","","4","1799-12-16","Read the first and second time, and committed to a Committee of the whole House on Wednesday next. A Bill, For the preservation of Peace with the Indian Tribes.","Committee of the Whole House"
"llhb","20","00090002.tif","6","1","h","2","4","1799-12-16","",""
"llhb","20","00100000.tif","6","1","h","","5","1799-12-16","Read the first and second time, and committed to a Committee of the whole House on Thursday next. A Bill, Providing for the enumeration of the inhabitants of the United States.","Committee of the Whole House"
"llhb","20","00110002.tif","6","1","h","2","5","1799-12-16","",""
"llhb","20","00120003.tif","6","1","h","3","5","1799-12-16","",""
"llhb","20","00130004.tif","6","1","h","4","5","1799-12-16","",""
"llhb","20","00140005.tif","6","1","h","5","5","1799-12-16","",""
"llhb","20","00150006.tif","6","1","h","6","5","1799-12-16","",""
"llhb","20","00160007.tif","6","1","h","7","5","1799-12-16","",""
"llhb","20","00170000.tif","6","1","h","","6","1800-01-03","Read the first and second time, and committed to a Committee of the whole House, on Monday next. A Bill, To reform the Superior Court of the Territory of the United States, North-West, of the river Ohio.","Committee of the Whole House"
"llhb","20","00180000.tif","6","1","h","","7","1800-01-06","A Bill to Establish An Uniform System of Bankruptcy throughout the United States. Read the first and second time, and ordered to be committed to a Committee of the whole House, on Monday next.","Committee of the Whole House"
"llhb","20","00190000.tif","6","1","h","","8","1800-01-06","Read the first and second time, and ordered to be committed to a Committee of the whole House on Monday next.","Committee of the Whole House"
"llhb","20","00200004.tif","6","1","h","4","8","1800-01-06","",""
"llhb","20","00210005.tif","6","1","h","5","8","1800-01-06","",""
"llhb","20","00220006.tif","6","1","h","6","8","1800-01-06","",""
"llhb","20","00230007.tif","6","1","h","7","8","1800-01-06","",""
"llhb","20","00240008.tif","6","1","h","8","8","1800-01-06","",""
"llhb","20","00250009.tif","6","1","h","9","8","1800-01-06","",""
"llhb","20","00260010.tif","6","1","h","10","8","1800-01-06","",""
"llhb","20","00270011.tif","6","1","h","11","8","1800-01-06","",""
"llhb","20","00280012.tif","6","1","h","12","8","1800-01-06","",""
"llhb","20","00290013.tif","6","1","h","13","8","1800-01-06","",""
"llhb","20","00300014.tif","6","1","h","14","8","1800-01-06","",""
"llhb","20","00310015.tif","6","1","h","15","8","1800-01-06","",""
"llhb","20","00320016.tif","6","1","h","16","8","1800-01-06","",""
"llhb","20","00330017.tif","6","1","h","17","8","1800-01-06","",""
"llhb","20","00340018.tif","6","1","h","18","8","1800-01-06","",""
"llhb","20","00350019.tif","6","1","h","19","8","1800-01-06","",""
"llhb","20","00360020.tif","6","1","h","20","8","1800-01-06","",""
"llhb","20","00370021.tif","6","1","h","21","8","1800-01-06","",""
"llhb","20","00380022.tif","6","1","h","22","8","1800-01-06","",""
"llhb","20","00390023.tif","6","1","h","23","8","1800-01-06","",""
"llhb","20","00400024.tif","6","1","h","24","8","1800-01-06","",""
"llhb","20","00410025.tif","6","1","h","25","8","1800-01-06","",""
"llhb","20","00420026.tif","6","1","h","26","8","1800-01-06","",""
"llhb","20","00430027.tif","6","1","h","27","8","1800-01-06","",""
"llhb","20","00440028.tif","6","1","h","28","8","1800-01-06","",""
"llhb","20","00450029.tif","6","1","h","29","8","1800-01-06","",""
"llhb","20","00460030.tif","6","1","h","30","8","1800-01-06","",""
"llhb","20","00470031.tif","6","1","h","31","8","1800-01-06","",""
"llhb","20","00480032.tif","6","1","h","32","8","1800-01-06","",""
"llhb","20","00490033.tif","6","1","h","33","8","1800-01-06","",""
"llhb","20","00500034.tif","6","1","h","34","8","1800-01-06","",""
"llhb","20","00510035.tif","6","1","h","35","8","1800-01-06","",""
